,baseMean,log2FoldChange,lfcSE,pvalue,padj
WDR54,5.226631629,-1.296536772,0.930882456,0.044638393,0.086725337
TSPAN9,14.30596043,-0.066519506,0.469155021,0.870752736,0.906694924
POLA2,3.039529235,-1.655075353,1.40460813,0.033882923,0.068869277
CLCA4,11.22330074,-0.151189047,0.525450313,0.737619094,0.802097063
CYP24A1,5.419994244,0.080474875,0.691989772,0.878652551,0.912339049
RNASET2,2.887806832,-1.517700241,1.399833617,0.042401857,0.083127389
KITLG,8.340874234,-0.672619067,0.638203898,0.18645957,0.276746557
FNIP2,25.76014731,-0.467265063,0.370104964,0.173719539,0.261536591
MPC1,39.85625344,0.271795006,0.319379145,0.370134534,0.474775869
RPL18,345.2124507,-0.735479554,0.118680232,4.22E-10,3.42E-09
ATP2C2,5.650602059,-0.897470804,0.804411865,0.119644392,0.194286284
NTHL1,3.992219863,-0.966439968,0.961506074,0.112972098,0.185574132
OAT,114.9030928,-0.410130641,0.194048476,0.031297554,0.06445578
WDR18,32.61437571,-0.88261974,0.353195409,0.007560079,0.019051505
MCM10,2.722279548,-0.11018139,0.775011274,0.820465118,0.868318587
COL17A1,412.4694691,0.035556636,0.097912514,0.720684734,0.788121362
YBX1,380.0638002,-0.568648554,0.108912131,1.45E-07,8.90E-07
ASPM,3.561804747,-0.286498176,0.740290029,0.577667455,0.668154385
PABPC1,454.6111917,-0.808711689,0.102902973,2.66E-15,3.22E-14
TESK2,10.70623641,0.038396722,0.540942693,0.936775657,0.958690474
TRIP13,10.30122582,-0.896564314,0.619001456,0.076401058,0.135130881
ATP6AP1,51.3506581,-0.80560565,0.289967202,0.003635757,0.010070175
SMC1A,21.74709066,-0.269623818,0.394773879,0.456936463,0.559185863
HMMR,4.846554955,0.140829798,0.669559075,0.787766953,0.842083676
XRCC1,15.77891783,-0.019789309,0.445689208,0.957793446,0.976610738
SCARB1,13.48873106,-0.958414424,0.541984537,0.039650854,0.078649913
DHRS9,63.39949193,0.813428848,0.273552589,0.0019755,0.005876178
LMAN1,58.9002278,-0.227175846,0.267901458,0.376316832,0.480899102
SEMA3C,38.36444647,-0.933941953,0.319538975,0.002023278,0.006002266
WDR62,6.707695418,-0.261917442,0.61876748,0.593581644,0.681489987
REXO2,75.96793456,-0.819709018,0.241230856,0.000450315,0.001558824
FBLN1,4.043888482,-1.635155597,1.157974935,0.027020166,0.056987966
EDN1,11.3966794,-0.308051932,0.541323015,0.4993099,0.598857562
NDC80,3.091834447,-1.851365646,1.504004207,0.029716925,0.061633915
HAL,5.952542455,-0.864052118,0.804343821,0.131583784,0.209930938
PIGS,13.83769918,-0.445857732,0.487114155,0.296165595,0.399076662
PSMC5,73.06301628,-0.728107409,0.236081195,0.001494552,0.0045811
TFAP2C,24.93151474,-0.703808854,0.406150502,0.057607155,0.107038574
AURKA,9.502013798,-0.596352357,0.593769014,0.220506111,0.316507583
TPX2,28.99101526,-0.33571733,0.367576582,0.325227692,0.429328578
SLC15A1,3.447163362,-1.517000404,1.254842646,0.042235166,0.082834242
BIRC5,5.117626584,-1.349430419,0.937682717,0.037953655,0.07587587
KIF4A,3.555396642,-1.149990022,1.014720168,0.074151555,0.131873558
NAT14,6.114351865,-1.228202026,0.915671295,0.052514206,0.099101486
TMEM101,16.16693092,-0.803525342,0.468872886,0.053909393,0.101338181
CCDC80,3.779160257,-1.525205836,1.093666829,0.032591591,0.066712785
PSME1,59.00547611,-0.842716556,0.266609561,0.001022676,0.003258879
MYL6,581.3901901,-0.539585217,0.09141622,3.02E-09,2.26E-08
CDC23,34.94339841,-0.631545115,0.340210931,0.048039982,0.092217842
TECR,93.53643855,1.087898567,0.216897226,2.79E-07,1.65E-06
POLR2F,10.32494926,-1.109821109,0.610075876,0.029173162,0.060745958
TIMP3,8.724936778,-0.2951084,0.580473586,0.535722295,0.631492904
AP1B1,73.47251774,-0.087700085,0.23047401,0.692612089,0.764873631
MCM5,4.052000521,-1.366343007,1.03402932,0.043895171,0.085533855
SYNGR1,3.770855606,-1.446889282,1.089767758,0.039092273,0.077754961
ACO2,93.07864383,-0.054013712,0.207405724,0.788924897,0.84307251
CDKN3,4.85924171,-1.246459558,1.048534898,0.058689995,0.108562995
